C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_06_07_14_02_07_896.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_06_07_14_02_07_896.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_06_07_14_02_07_896.jpg,0,0,0,8.739136E-05
C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_06_07_14_02_07_972.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_06_07_14_02_07_972.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_06_07_14_02_07_972.jpg,0,0,0,0.0001105774
C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_06_07_14_02_08_061.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_06_07_14_02_08_061.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_06_07_14_02_08_061.jpg,0,0,0,0.0001395526
C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_06_07_14_02_08_128.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_06_07_14_02_08_128.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_06_07_14_02_08_128.jpg,0,0,0,0.0001699608
C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_06_07_14_02_08_198.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_06_07_14_02_08_198.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_06_07_14_02_08_198.jpg,-0.05,0,0,0.0001269454
C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_06_07_14_02_08_266.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_06_07_14_02_08_266.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_06_07_14_02_08_266.jpg,-0.25,0,0,0.0002693587
C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_06_07_14_02_08_339.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_06_07_14_02_08_339.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_06_07_14_02_08_339.jpg,-0.45,0,0,4.262723E-05
C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_06_07_14_02_08_411.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_06_07_14_02_08_411.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_06_07_14_02_08_411.jpg,-0.6000001,0,0,5.410269E-05
C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_06_07_14_02_08_479.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_06_07_14_02_08_479.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_06_07_14_02_08_479.jpg,-0.8000001,0,0,7.868151E-05
C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\center_2019_06_07_14_02_08_569.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\left_2019_06_07_14_02_08_569.jpg,C:\Users\PRIYANSHU PANDEY\Desktop\All Desktop\MACHINE LEARNING\Self-Driving-Cars-Unity\beta_simulator_windows\beta_simulator_Data\IMG\right_2019_06_07_14_02_08_569.jpg,-1,0,0,1.877286E-05
